index,name,place_id,rating,rating_count,tags,address,price_level
1173,Bonne Chance Cafe,ChIJgUvYs49w44kRXOOvMUm8ub4,4.7,104,"('restaurant', 'point_of_interest', 'food', 'establishment')","77 Canal St, Boston",Unknown
1174,Taquería Jalisco,ChIJw-UwpUlw44kRCGEtowbEJ08,4.7,1147,"('restaurant', 'food', 'point_of_interest', 'establishment')","291 Bennington St, Boston",1
1175,Saloniki Greek,ChIJTWuYMvR544kRbIDom3-z_fU,4.4,787,"('restaurant', 'food', 'point_of_interest', 'establishment')","4 Kilmarnock St, Boston",1
1176,Rina's Pizzeria & Cafe,ChIJo9IacYlw44kRIhbw6HsebiE,4.5,560,"('restaurant', 'food', 'point_of_interest', 'establishment')","371 Hanover St, Boston",1
1177,HAJU Kitchen,ChIJze8bwxV744kR8nS4xWfMN5A,4.2,211,"('restaurant', 'point_of_interest', 'food', 'establishment')","175 Massachusetts Ave, Boston",1
1178,Taqueria,ChIJUWtuJQBx44kRZj0CbVOTTlg,0.0,0,"('restaurant', 'food', 'point_of_interest', 'establishment')","Cambridge St, Boston",Unknown
1179,The Bebop,ChIJj4g6Hxt644kRwWaMmpODFy0,4.5,930,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","1116 Boylston St, Boston",2
1180,McDonald's,ChIJh4xeB4Bw44kRKyShG2CZPrM,3.5,1330,"('cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","540 Commonwealth Ave, Boston",1
1181,Giorgiana's,ChIJgdnDg21644kRGB80sY1LHbI,4.3,107,"('restaurant', 'point_of_interest', 'food', 'establishment')","532 Tremont St, Boston",2
1182,CAVA,ChIJm0LFxvV544kR6CAUr4kduZU,4.5,652,"('restaurant', 'point_of_interest', 'food', 'establishment')","1346 Boylston St, Boston",1
1183,CAVA,ChIJ8b2yNa5x44kRXPouJ33PLHE,4.5,96,"('restaurant', 'food', 'point_of_interest', 'establishment')","125 Summer Street, Boston",1
1184,Parla,ChIJ-yAK0Yhw44kRjcGbWEoOTbE,4.6,883,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","230 Hanover St, Boston",2
1185,Gyu-Kaku Japanese BBQ,ChIJx_Qpo_5744kREEmvQGexldY,4.1,519,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","23 District Ave, Dorchester",2
1186,LoLa 42,ChIJ5fhUn35w44kRASBYiai3-Oo,4.0,384,"('restaurant', 'food', 'point_of_interest', 'establishment')","22 Liberty Drive, Boston",3
1187,Asian Garden Restaurant,ChIJjTz-Inh644kRCme4b9Gc3Is,4.0,327,"('restaurant', 'point_of_interest', 'food', 'establishment')","28 Harrison Ave, Boston",2
1188,Montien Thai Restaurant,ChIJtVC2q3d644kRXSkDh4XNwG4,4.2,851,"('meal_takeaway', 'meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","63 Stuart St, Boston",2
1189,Wendy's,ChIJ57ufcINw44kReYAE3Z9JZXM,3.9,1193,"('restaurant', 'point_of_interest', 'food', 'establishment')","71 Summer Street, Boston",1
1190,Blue Nile Restaurant,ChIJBQcp8Xd544kRoiR-EENapqU,4.5,452,"('restaurant', 'food', 'point_of_interest', 'establishment')","389 Centre St, Jamaica Plain",2
1191,Metropolis,ChIJ7WldL21644kR7_o2eARWe_s,4.6,316,"('cafe', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","584 Tremont St, Boston",2
1192,Olive Garden Italian Restaurant,ChIJlUgoa0V644kRYVV1T9zu_ag,4.0,2956,"('bar', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","11B Allstate Rd, Dorchester",2
1193,Moko Japanese Cuisine,ChIJud7l4JF644kR6JrpwT7pPM8,4.4,160,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","674 E Broadway, Boston",2
1194,Hen Chicken Rice,ChIJi9yGg4tx44kRD8CBMvMctJA,4.6,198,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","24 Union Square, Somerville",1
1195,Sufra Mediterranean Food,ChIJJ_VSH3p744kRuYfU9QtJEc0,4.4,495,"('restaurant', 'point_of_interest', 'food', 'establishment')","52 Queensberry St, Boston",2
1196,PhoReal,ChIJldHaL8V744kRd8qnqkAij7o,4.0,189,"('restaurant', 'point_of_interest', 'food', 'establishment')","279 Newbury St, Boston",2
1197,FuGaKyu Japanese Cuisine,ChIJ_VHPPpV544kRPNRucacPJls,4.3,1281,"('meal_takeaway', 'meal_delivery', 'bar', 'lodging', 'restaurant', 'point_of_interest', 'food', 'establishment')","1280 Beacon St, Brookline",Unknown
1198,Joe's Waterfront,ChIJtz6OPIhw44kRcoQMq5iqy7s,4.1,1508,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","100 Atlantic Ave, Boston",2
1199,Legal Sea Foods - Long Wharf,ChIJjbhQv4dw44kReJ25Ysa0tho,4.4,5514,"('restaurant', 'point_of_interest', 'food', 'establishment')","255 State St, Boston",3
1200,Kaze Shabu Shabu,ChIJvynVtoJw44kR4arCsN35U_8,4.1,743,"('restaurant', 'point_of_interest', 'food', 'establishment')","1 Harrison Ave, Boston",2
1201,PickN'Roll Sushi,ChIJa_3Q61l744kRqUBNhvAnuRs,4.3,25,"('restaurant', 'point_of_interest', 'food', 'establishment')","134 Boylston St, Boston",Unknown
1202,Guizhou Rice Noodles,ChIJ8d4GRQd744kRE3P2rL1Eo5g,3.5,21,"('restaurant', 'food', 'point_of_interest', 'establishment')","173 Massachusetts Ave, Boston",2
1203,Eddie V's Prime Seafood,ChIJr2yBcZh744kR_3RiHJhFBjc,4.5,586,"('night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","122 Belvidere St, Boston",4
1204,Aceituna Grill,ChIJk7aa5aRw44kRFTQjxIqWkfk,4.3,861,"('restaurant', 'food', 'point_of_interest', 'establishment')","605 W Kendall St #1110, Cambridge",1
1205,chilacates West End,ChIJMaaMX8Bx44kRs2Je2hxqaW8,4.7,20,"('restaurant', 'food', 'point_of_interest', 'establishment')","66 Staniford St, Boston",Unknown
1206,Boston House of Pizza,ChIJs0htuhl644kR4RyveWrXZzI,3.8,197,"('meal_takeaway', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment')","305 Huntington Ave, Boston",1
1207,FuGaKyu Japanese Cuisine,ChIJ_VHPPpV544kRPNRucacPJls,4.3,1281,"('bar', 'meal_takeaway', 'meal_delivery', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment')","1280 Beacon St, Brookline",Unknown
1208,Mediterranean Grill Boston,ChIJS8iO2YZw44kRwcgdhLDNOMo,4.2,74,"('bakery', 'meal_delivery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","281 Franklin St, Boston",2
1209,DIG,ChIJFRuPfQt644kR3soGgGtqgY8,4.4,904,"('restaurant', 'food', 'point_of_interest', 'establishment')","557 Boylston St, Boston",1
1210,James Hook & Co,ChIJO_bkQH5w44kRcep5YV5p5sA,4.5,3363,"('restaurant', 'food', 'point_of_interest', 'establishment')","440 Atlantic Ave, Boston",2
1211,Legal Sea Foods - Long Wharf,ChIJjbhQv4dw44kReJ25Ysa0tho,4.4,5514,"('restaurant', 'food', 'point_of_interest', 'establishment')","255 State St, Boston",3
1212,Village Pizza House,ChIJibaJFJh544kRYAmQVogZQYw,3.9,199,"('meal_takeaway', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment')","312 Washington St, Brookline",2
1213,Kaze Shabu Shabu,ChIJvynVtoJw44kR4arCsN35U_8,4.1,743,"('restaurant', 'food', 'point_of_interest', 'establishment')","1 Harrison Ave, Boston",2
1214,La Esperanza,ChIJdQu3Zox544kRVVYBg_2maP8,0.0,0,"('restaurant', 'point_of_interest', 'food', 'establishment')","Center for Life Science Boston, 3 Blackfan St, Boston",Unknown
1215,Legal Sea Foods- Harborside,ChIJg_AEp4J644kRom967VLwHUA,4.4,5049,"('restaurant', 'point_of_interest', 'food', 'establishment')","270 Northern Ave, Boston",3
1216,Lone Star Taco Bar,ChIJtYb5R7dw44kRKTBg3u-c8xw,4.4,1338,"('restaurant', 'food', 'point_of_interest', 'establishment')","635 Cambridge St, Cambridge",2
1217,Nautilus Pier 4,ChIJ7wp4Cv1x44kRLa-eA-GQ0qM,4.4,301,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","300 Pier 4 Blvd., Boston",Unknown
1218,Wu & Wu Culinary House,ChIJt0J20xd544kR6C1aFi-w8G8,5.0,2,"('restaurant', 'point_of_interest', 'food', 'establishment')","170 Brookline Ave #317, Boston",Unknown
1219,Rainbow Sushi Brookline,ChIJvSu-_5V544kR6q3VZXqV-PI,4.7,131,"('meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","187 Harvard St, Brookline",2
1220,Sprout Mediterranean Inspired Salads,ChIJDxQ_Rtp744kRAmzAc-U4N3o,4.2,94,"('restaurant', 'point_of_interest', 'food', 'establishment')","305 Huntington Ave, Boston",1
1221,Burrito Classico,ChIJ64O0p2V744kRYgMxW7ODRgg,0.0,0,"('restaurant', 'food', 'point_of_interest', 'establishment')","226 Tremont St, Boston",Unknown
1222,Banga Korean Cuisine — Kenmore,ChIJA6MOzQJ644kRVnxF8Ocodfo,4.1,237,"('restaurant', 'point_of_interest', 'food', 'establishment')","636 Beacon St, Boston",2
1223,Ichiban Yakitori Sushi House,ChIJoeSvGRp644kRvftBz8KnUzQ,4.1,387,"('restaurant', 'point_of_interest', 'food', 'establishment')","14 Westland Ave, Boston",2
1224,Zo Greek,ChIJFZrhK99w44kRpnLqr4NuTpk,4.5,715,"('restaurant', 'food', 'point_of_interest', 'establishment')","355 Revolution Dr, Somerville",1
1225,Acapulco Restaurant,ChIJRwz0JXd544kRfgPs9GhrBv8,4.2,147,"('restaurant', 'food', 'point_of_interest', 'establishment')","464 Centre St, Jamaica Plain",2
1226,Amrheins Restaurant,ChIJk_GRV2N644kRRgzC8sAwS4c,4.3,947,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","80 W Broadway, Boston",2
1227,Sprout Mediterranean Inspired Salads,ChIJDxQ_Rtp744kRAmzAc-U4N3o,4.2,94,"('restaurant', 'food', 'point_of_interest', 'establishment')","305 Huntington Ave, Boston",1
1228,El Oriental De Cuba,ChIJd_E2dXd544kRC1LLM7lN0-Y,4.5,1498,"('restaurant', 'point_of_interest', 'food', 'establishment')","416 Centre St, Jamaica Plain",2
1229,Purple Shell Boston,ChIJV-524Y5744kR5_C29FWCrII,4.2,231,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","11 W Broadway, Boston",2
1230,North 26 Bar & Restaurant,ChIJEcdI44Vw44kRcsF7vimGLOE,4.0,311,"('restaurant', 'point_of_interest', 'food', 'establishment')","26 North St, Boston",3
1231,Lotus Test Kitchen,ChIJZd8VESJx44kRybNFr8OvTKg,4.9,135,"('cafe', 'restaurant', 'point_of_interest', 'food', 'establishment')","25 Chauncy St, Boston",2
1232,Mei Mei Dumplings,ChIJTbj3DvF544kRB0odgAGKVPo,4.6,345,"('restaurant', 'food', 'point_of_interest', 'establishment')","58 Old Colony Ave, Boston",2
1233,Chinatown-Ten Second Noodles唐人街十秒到米线,ChIJtS-Ilhd744kRGDlAdFHc4i0,4.0,139,"('restaurant', 'food', 'point_of_interest', 'establishment')","60 Beach St, Boston",2
1234,Tre Monte Restaurant & Bar North End,ChIJAQDEK49w44kRP7v6e5xx3VM,4.3,86,"('restaurant', 'food', 'point_of_interest', 'establishment')","76 Salem St, Boston",2
1235,MIDA,ChIJ_aNyMsdx44kR3OCgAO70hIE,4.5,84,"('restaurant', 'point_of_interest', 'food', 'establishment')","Waterfront Retail, 65 Lewis St, Boston",Unknown
1236,Thai Basil,ChIJi8WmgQt644kR4_Dbx1l7tT0,4.0,837,"('restaurant', 'food', 'point_of_interest', 'establishment')","132 Newbury St ste B, Boston",2
1237,Olive Garden Italian Restaurant,ChIJlUgoa0V644kRYVV1T9zu_ag,4.0,2956,"('meal_takeaway', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","11B Allstate Rd, Dorchester",2
1238,Be Pasta Bar,ChIJn_GZCOt544kRya005vtwL50,0.0,0,"('restaurant', 'point_of_interest', 'food', 'establishment')","1026 Commonwealth Ave, Boston",Unknown
1239,P.F. Chang's,ChIJb8BV9XZ644kRk542Fx092xg,4.2,2005,"('meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","8 Park Plaza Spc D-6, Boston",2
1240,North 26 Bar & Restaurant,ChIJEcdI44Vw44kRcsF7vimGLOE,4.0,311,"('restaurant', 'food', 'point_of_interest', 'establishment')","26 North St, Boston",3
1241,Banh Mi Ok,ChIJXVVA7q9x44kR0D2Rgjtcr5k,4.7,201,"('restaurant', 'food', 'point_of_interest', 'establishment')","44 School St, Boston",Unknown
1242,Il Mondo Pizzeria,ChIJpX8aOIl544kRq_avy3Bg-Lo,4.2,594,"('meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","738 Huntington Ave, Boston",1
1243,Maluken and Sushi Express,ChIJje9ZDvJ544kR3cLuEvu2MWY,4.1,160,"('restaurant', 'food', 'point_of_interest', 'establishment')","1038 Beacon St, Brookline",1
1244,Winsor Dim Sum Café,ChIJi_wROnh644kRl6rpAPaaZ6M,3.9,1191,"('cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","10 Tyler St, Boston",1
1245,Tasty Burger,ChIJG_7Z4_V544kRalvwsGSoZaI,4.4,3310,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","86 Van Ness St, Boston",1
1246,Be Pasta Bar,ChIJn_GZCOt544kRya005vtwL50,0.0,0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1026 Commonwealth Ave, Boston",Unknown
1247,Clay Pot Cafe(旺角煲仔饭）,ChIJyYldNHh644kRxSj93fanKJA,4.3,470,"('restaurant', 'food', 'point_of_interest', 'establishment')","74 Kneeland St, Boston",1
1248,Ristorante Saraceno - Boston,ChIJ_-iWI4lw44kRShajhU-KPLo,4.3,694,"('restaurant', 'food', 'point_of_interest', 'establishment')","286 Hanover St, Boston",2
1249,Panza,ChIJscjVEolw44kRPaXB6YwsWWM,4.2,839,"('restaurant', 'food', 'point_of_interest', 'establishment')","326 Hanover St, Boston",2
1250,New Golden Gate Seafood,ChIJt3fAFFp744kRp2jPQ-kJjVE,4.1,155,"('restaurant', 'food', 'point_of_interest', 'establishment')","66 Beach St, Boston",2
1251,Coquette,ChIJ3Qi-6hJ744kRWJDoZFSms6U,4.2,437,"('restaurant', 'food', 'point_of_interest', 'establishment')","450 Summer Street, Boston",Unknown
1252,Tsuru Ton Tan - Boston,ChIJZyw_PB5744kR3gqFW5qk73g,3.9,337,"('restaurant', 'point_of_interest', 'food', 'establishment')","512 Commonwealth Ave, Boston",2
1253,Pasta Beach RW - Boston,ChIJhwlaZodw44kR2NSG8X_fhSY,4.1,486,"('bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","30 Rowes Wharf, Boston",2
1254,NuBurger,ChIJWQtrMiF544kR9EUa7nBKXjY,4.3,30,"('restaurant', 'point_of_interest', 'food', 'establishment')","401 Park Dr, Boston",2
1255,L'Osteria,ChIJv86gMolw44kR4H1TEj2fGxo,4.2,610,"('restaurant', 'food', 'point_of_interest', 'establishment')","104 Salem St, Boston",2
1256,Sonsie,ChIJAybIQgV644kRiU0zHxGqzLY,4.1,1562,"('bar', 'night_club', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","327 Newbury St, Boston",2
1257,Ruggles Pizza & Cafe,ChIJw909_VF744kR-ycep3dx6yg,5.0,20,"('restaurant', 'point_of_interest', 'food', 'establishment')","1150 Tremont St, Boston",Unknown
1258,Mamacita Mexican Comida,ChIJkar7KXx744kR_wdcfr8UFWY,4.5,208,"('restaurant', 'food', 'point_of_interest', 'establishment')","329 Huntington Ave, Boston",1
1259,Time Out Market Boston,ChIJtSsNQLd544kRu-YMno6zDcI,4.4,2110,"('restaurant', 'bar', 'point_of_interest', 'food', 'establishment')","401 Park Dr, Boston",2
1260,Bangkok Pinto,ChIJE0TnyyJ644kR3kV7FlEK6-U,4.6,260,"('restaurant', 'food', 'point_of_interest', 'establishment')","1041 Tremont St, Boston",1
1261,Totto Ramen,ChIJY0gSWkV644kR1BXhHCGD9ic,4.0,200,"('restaurant', 'food', 'point_of_interest', 'establishment')","20A District Ave, Boston",2
1262,Pastoral ARTisan Pizza + Kitchen + Bar,ChIJoQcTHYB644kR043KmRBV0lk,4.4,1279,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","345 Congress St, Boston",2
1263,The Capital Burger,ChIJ-YNt6sZ744kRl2zztFCf7WI,4.5,717,"('bar', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","159 Newbury St, Boston",2
1264,Viga,ChIJTYwNxAx644kRYcUGHobiunw,4.2,168,"('restaurant', 'food', 'point_of_interest', 'establishment')","140 Clarendon St, Boston",1
1265,Tsuru Ton Tan - Boston,ChIJZyw_PB5744kR3gqFW5qk73g,3.9,337,"('restaurant', 'food', 'point_of_interest', 'establishment')","512 Commonwealth Ave, Boston",2
1266,Ruggles Pizza & Cafe,ChIJw909_VF744kR-ycep3dx6yg,5.0,20,"('restaurant', 'food', 'point_of_interest', 'establishment')","1150 Tremont St, Boston",Unknown
1267,Waterline,ChIJkbAe6Ydw44kREcMRPcYNIBs,4.2,85,"('restaurant', 'point_of_interest', 'food', 'establishment')","296 State St, Boston",2
1268,GRECO,ChIJnz5X7w5644kR5mYdtXjIX6o,4.6,1329,"('restaurant', 'point_of_interest', 'food', 'establishment')","225 Newbury St, Boston",1
1269,Tasty Burger,ChIJKWxOPQ1644kRsYVD6ggoJ54,4.2,1789,"('restaurant', 'food', 'point_of_interest', 'establishment')","145 Dartmouth St, Boston",1
1270,Dumpling Palace,ChIJWVOz9hp644kRXDWojrzS-Pk,3.5,784,"('restaurant', 'food', 'point_of_interest', 'establishment')","179 Massachusetts Ave, Boston",1
1271,Waterline,ChIJkbAe6Ydw44kREcMRPcYNIBs,4.2,85,"('restaurant', 'food', 'point_of_interest', 'establishment')","296 State St, Boston",2
1272,BATI BY SHANTI,ChIJZxHwJmFx44kRD9mmKcK8tkU,0.0,0,"('restaurant', 'food', 'point_of_interest', 'establishment')","80 Causeway St, Boston",Unknown
1273,GRECO,ChIJnz5X7w5644kR5mYdtXjIX6o,4.6,1329,"('restaurant', 'food', 'point_of_interest', 'establishment')","225 Newbury St, Boston",1
1274,Borrachito Taqueria & Spirits,ChIJbWWSrSR744kRvS-V58_mJGE,4.3,146,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","70 Pier 4 Blvd. Suite 270, Boston",1
1275,Cunard Tavern,ChIJ91_I72dw44kR-qG_E1wMRcI,4.3,550,"('restaurant', 'food', 'point_of_interest', 'establishment')","24 Orleans St, Boston",2
1276,Miami Restaurant,ChIJs2ph9nd544kRPZdZikv1B1M,4.3,266,"('restaurant', 'food', 'point_of_interest', 'establishment')","381 Centre St, Boston",1
1277,Pavement Coffeehouse - Berklee,ChIJu2_GIBt644kRcDoGc3ObA-k,4.2,436,"('cafe', 'meal_takeaway', 'bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment')","1096 Boylston St, Boston",1
1278,Kikka Sushi Noodle House,ChIJY3WYZXB644kRBHDHhOC3sP4,3.3,3,"('restaurant', 'food', 'point_of_interest', 'establishment')","348 Harrison Ave, Boston",Unknown
1279,Galleria Umberto,ChIJbyGIIYlw44kRgPsk38Af8pU,4.8,1002,"('restaurant', 'food', 'point_of_interest', 'establishment')","289 Hanover St, Boston",1
1280,La Cancun Restaurant,ChIJD86AcV1w44kRIeyQCbMhEFw,4.2,424,"('restaurant', 'food', 'point_of_interest', 'establishment')","192 Sumner St, Boston",2
1281,Shake Shack Newbury Street,ChIJk8w38A5644kRkJggBF-ITts,4.3,2960,"('meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","234-236 Newbury St, Boston",2
1282,The Elephant Walk South End,ChIJpwF2imx644kRvBTm-0r4LVk,4.5,596,"('restaurant', 'point_of_interest', 'food', 'establishment')","1415 Washington St, Boston",2
1283,Cubist Circle,ChIJNTMSK9d544kRVFC3mbq3xI0,4.4,33,"('restaurant', 'point_of_interest', 'food', 'establishment')","220 Washington St, Brookline",2
1284,Shabu Zen,ChIJh9FKN3h644kRYlEuPWJCu8E,4.5,922,"('restaurant', 'point_of_interest', 'food', 'establishment')","16 Tyler St, Boston",2
1285,Gene's Chinese Flatbread Cafe,ChIJ_xpxkYJw44kRBp5JjOO4hiA,4.5,807,"('restaurant', 'point_of_interest', 'food', 'establishment')","86 Bedford St, Boston",1
1286,Desi Dhaba,ChIJR33o_vx344kR4Z2MjDRl3vw,4.1,529,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","401 Massachusetts Ave Suite 1, Cambridge",2
1287,Pavement Coffeehouse - Fenway,ChIJkR8q5vV544kRXkRNlnHtX30,4.3,466,"('cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","1334 Boylston St, Boston",1
1288,Singh's Roti Shop,ChIJ4duOBU5644kR2j9e-t_e5do,3.9,409,"('restaurant', 'food', 'point_of_interest', 'establishment')","554 Columbia Rd, Dorchester",2
1289,Monument Charlestown Restaurant & Tavern,ChIJR0jyIuxw44kRaaA2TCmdnmk,4.6,952,"('restaurant', 'bar', 'food', 'point_of_interest', 'establishment')","251 Main St, Boston",2
1290,163 Vietnamese Sandwich,ChIJ12qIJHh644kRDidUhav8KHw,4.2,131,"('cafe', 'restaurant', 'point_of_interest', 'food', 'establishment')","66 Harrison Ave, Boston",1
1291,Xiang's Hunan Kitchen,ChIJ965Iyl9544kRRM4zalOVnj4,3.9,253,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1032 Commonwealth Ave, Boston",1
1292,Cubist Circle,ChIJNTMSK9d544kRVFC3mbq3xI0,4.4,33,"('restaurant', 'food', 'point_of_interest', 'establishment')","220 Washington St, Brookline",2
1293,Sidebar,ChIJFXcYPxB644kR0TIAjRvUEI4,4.0,68,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","39 Dalton St, Boston",Unknown
1294,Shabu Zen,ChIJh9FKN3h644kRYlEuPWJCu8E,4.5,922,"('restaurant', 'food', 'point_of_interest', 'establishment')","16 Tyler St, Boston",2
1295,Subway,ChIJ_2c1Ohd644kRhuwRmC5GNLc,3.8,327,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","393 Massachusetts Ave Space F-1, Boston",1
1296,Barra,ChIJPdF14o9344kRit6hT7ENJKE,4.4,128,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","23a Bow St, Somerville",2
1297,Dos Diablos Taco Bar,ChIJLfKa9D5744kRNwzXKQzHcS0,3.4,16,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","50 Gainsborough St, Boston",Unknown
1298,Aceituna Grill,ChIJqQmsFH9w44kRQuB9-4Se01Q,4.3,341,"('restaurant', 'point_of_interest', 'food', 'establishment')","57 Boston Wharf Rd, Boston",1
1299,Porto,ChIJbe8pag5644kRjXTEpBq1aV4,4.4,345,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","Ring Rd, Boston",3
1300,Chart House,ChIJ6QwfVH1w44kRKLxCXvk2XsY,4.2,2235,"('restaurant', 'point_of_interest', 'food', 'establishment')","60 Long Wharf, Boston",3
1301,Koreana,ChIJu-z5h01344kRnXFI4LE73W0,4.2,1431,"('restaurant', 'food', 'point_of_interest', 'establishment')","158 Prospect St, Cambridge",2
1302,Crispy Crepes Cafe,ChIJl1IyCfF544kRX2Sp1p-Hn9U,4.6,214,"('store', 'restaurant', 'food', 'point_of_interest', 'establishment')","714 Commonwealth Ave, Boston",Unknown
1303,Bạn Tôi Restaurant,ChIJL12q_Xp744kRnxXSQfgbL1E,4.4,140,"('restaurant', 'food', 'point_of_interest', 'establishment')","1035 Dorchester Ave, Dorchester",Unknown
1304,Yankee Lobster,ChIJbUFKb51644kR5AJ7c58g1JQ,4.5,3722,"('restaurant', 'food', 'point_of_interest', 'establishment')","300 Northern Ave, Boston",2
1305,Tora Ramen,ChIJlZzvUCB744kRwGvAiw5SZXQ,4.6,453,"('restaurant', 'point_of_interest', 'food', 'establishment')","99 Harrison Ave, Boston",2
1306,Saloniki Greek,ChIJqc6k3qpw44kRWSDlZsjORYU,4.3,758,"('restaurant', 'food', 'point_of_interest', 'establishment')","181 Massachusetts Ave #2, Cambridge",1
1307,Nachlo Mexican & Pakistani Cuisine,ChIJB0A-6Wp744kRqebl2aTXS8Y,4.3,302,"('restaurant', 'food', 'point_of_interest', 'establishment')","1443 Tremont St, Roxbury",1
1308,Xiang Yu China Bistro,ChIJq6omypR544kR8i1k51Gwnmo,4.2,193,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","1223 Beacon St, Brookline",2
1309,Ocean Prime,ChIJi0PBfoJ644kR8_of7cbfP5Y,4.6,2024,"('night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","140 Seaport Blvd, Boston",4
1310,Siam Bistro,ChIJ0dhwEIFw44kR1re8xWst_nI,4.4,318,"('restaurant', 'food', 'point_of_interest', 'establishment')","151 Pearl St, Boston",1
1311,Bennett's Sandwich Shop,ChIJe32iovV544kRjPiR1pk1O6g,4.3,350,"('restaurant', 'point_of_interest', 'food', 'establishment')","1348 Boylston St, Boston",1
1312,Krasi,ChIJb746_OZ744kR0lShqNRTJZA,4.7,673,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","48 Gloucester St, Boston",2
1313,India Pavilion,ChIJBV6BT1F344kRyP_heZK4r5k,4.1,1068,"('restaurant', 'food', 'point_of_interest', 'establishment')","17 Central Square, Cambridge",2
1314,Thornton's Fenway Grille,ChIJWUYppPV544kRT59pgeeNgBs,4.3,685,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","100 Peterborough St, Boston",2
1315,Oishii Boston,ChIJlTFAbW5644kRz0lmdJPoJ8c,4.4,614,"('restaurant', 'point_of_interest', 'food', 'establishment')","1166 Washington St, Boston",3
1316,Libertine North End,ChIJ4VwScehx44kREVopKPp1aH0,4.3,206,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","125 Salem St, Boston",Unknown
1317,Tora Ramen,ChIJlZzvUCB744kRwGvAiw5SZXQ,4.6,453,"('restaurant', 'food', 'point_of_interest', 'establishment')","99 Harrison Ave, Boston",2
1318,Tavern in the Square South Station,ChIJySxu94Fw44kRwi0GIvie498,4.2,247,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","700 Atlantic Ave, Boston",2
1319,Kays Curries,ChIJj3ulAPzH6AURvmcCMS95NfA,5.0,8,"('store', 'point_of_interest', 'food', 'establishment')","100 Hanover St, Boston",Unknown
1320,Lala's neopolitanish pizza,ChIJG9PWDT5544kRf4cRqnF0AiU,4.5,11,"('restaurant', 'food', 'point_of_interest', 'establishment')","28 Fullerton St, Boston",2
1321,Chipotle Mexican Grill,ChIJwQbRcHZ644kRuXolgRSxQtA,3.9,259,"('restaurant', 'food', 'point_of_interest', 'establishment')","8 Park Plaza, Boston",1
1322,Massimino's,ChIJdZQcKIxw44kRYfAqgZLzx1c,4.3,779,"('restaurant', 'food', 'point_of_interest', 'establishment')","207 Endicott St, Boston",2
1323,Ueno Sushi,ChIJb7nX2YVw44kRl9A8DFyf_0g,2.8,32,"('restaurant', 'food', 'point_of_interest', 'establishment')","1 Faneuil Hall Market Pl, Boston",1
